time,note,velocity,duration
2840,77,100,80
2840,81,110,1420
2840,89,110,1420
2840,89,110,1420
2840,81,110,1420
2840,89,100,80
2960,86,100,80
2960,74,100,80
3080,81,100,80
3080,69,100,80
3200,77,100,80
3200,89,100,80
3320,86,100,80
3320,74,100,80
3440,69,100,80
3440,81,100,80
3560,77,100,80
3560,89,100,80
3680,86,100,80
3680,74,100,80
3800,81,100,80
3800,69,100,80
3920,89,100,80
3920,77,100,80
4040,74,100,80
4040,86,100,80
4160,69,100,80
4160,81,100,80
4280,76,110,230
4280,79,110,230
4280,76,110,230
4280,88,100,120
4280,79,110,230
4280,79,80,120
4280,76,100,120
4280,72,80,120
4280,67,80,120
4280,84,80,120
4600,79,110,230
4600,76,110,230
4600,79,110,230
4600,76,110,230
4600,88,100,120
4600,84,80,120
4600,76,100,120
4600,72,80,120
4600,67,80,120
4600,79,80,120
4920,79,110,230
4920,76,110,230
4920,79,110,230
4920,76,110,230
4920,88,100,180
4920,79,100,180
4920,76,100,180
4920,72,80,180
4920,67,100,180
4920,84,80,180
5240,77,100,80
5240,89,100,80
5240,76,91,120
5240,76,91,120
5360,76,91,120
5360,76,91,120
5360,74,100,80
5360,86,100,80
5480,77,91,120
5480,69,100,80
5480,81,100,80
5480,77,91,120
5600,79,91,120
5600,79,91,120
5600,77,100,80
5600,89,100,80
5720,74,100,80
5720,86,100,80
5720,84,91,120
5720,84,91,120
5840,69,100,80
5840,81,100,80
5840,81,91,120
5840,81,91,120
5960,89,91,120
5960,89,91,120
5960,77,100,80
5960,89,100,80
6080,74,100,80
6080,86,100,80
6080,88,91,120
6080,88,91,120
6200,79,91,120
6200,79,91,120
6200,81,100,80
6200,69,100,80
6320,77,100,80
6320,89,100,80
6320,86,91,120
6320,86,91,120
6440,77,91,120
6440,77,91,120
6440,74,100,80
6440,86,100,80
6560,69,100,80
6560,81,100,80
6560,84,91,120
6560,84,91,120
6680,79,91,120
6680,91,100,120
6680,88,80,120
6680,82,80,120
6680,79,91,120
6680,76,80,120
6680,70,80,120
6680,79,100,120
6800,82,91,50
6800,82,91,50
6860,86,91,50
6860,86,91,50
6920,89,91,50
6920,89,91,50
6980,88,91,50
6980,88,91,50
7000,88,80,120
7000,82,80,120
7000,79,100,120
7000,91,100,120
7000,70,80,120
7000,76,80,120
7040,84,91,50
7040,84,91,50
7100,81,91,50
7100,81,91,50
7160,79,91,50
7160,79,91,50
7220,81,91,50
7220,81,91,50
7280,77,91,50
7280,77,91,50
7320,70,100,180
7320,76,80,180
7320,79,100,180
7320,82,100,180
7320,88,80,180
7320,91,100,180
7340,76,91,50
7340,76,91,50
7400,72,91,50
7400,72,91,50
7460,74,91,50
7460,74,91,50
7520,70,91,50
7520,70,91,50
7580,69,91,50
7580,69,91,50
7640,69,110,1420
7640,77,110,1420
7640,77,110,1420
7640,69,110,1420
7640,89,100,80
7640,77,100,80
7760,74,100,80
7760,86,100,80
7880,69,100,80
7880,81,100,80
8000,77,100,80
8000,89,100,80
8120,74,100,80
8120,86,100,80
8240,69,100,80
8240,81,100,80
8360,89,100,80
8360,77,100,80
8480,86,100,80
8480,74,100,80
8600,81,100,80
8600,69,100,80
8720,77,100,80
8720,89,100,80
8840,74,100,80
8840,86,100,80
8960,69,100,80
8960,81,100,80
9080,67,110,230
9080,76,110,230
9080,67,110,230
9080,76,110,230
9080,88,100,120
9080,76,100,120
9080,79,80,120
9080,84,80,120
9080,72,80,120
9080,67,80,120
9400,76,110,230
9400,67,110,230
9400,76,110,230
9400,67,110,230
9400,88,100,120
9400,79,80,120
9400,76,100,120
9400,72,80,120
9400,67,80,120
9400,84,80,120
9720,67,110,230
9720,67,110,230
9720,76,110,230
9720,76,110,230
9720,88,100,180
9720,76,100,180
9720,79,100,180
9720,72,80,180
9720,67,100,180
9720,84,80,180
10040,77,100,80
10040,77,100,80
10040,89,100,80
10040,77,100,80
10160,74,100,80
10160,74,100,80
10160,74,100,80
10160,86,100,80
10280,69,100,80
10280,81,100,80
10280,69,100,80
10280,69,100,80
10400,77,100,80
10400,77,100,80
10400,89,100,80
10400,77,100,80
10520,74,100,80
10520,74,100,80
10520,86,100,80
10520,74,100,80
10640,69,100,80
10640,69,100,80
10640,81,100,80
10640,69,100,80
10760,89,100,80
10760,77,100,80
10760,77,100,80
10760,77,100,80
10880,74,100,80
10880,74,100,80
10880,86,100,80
10880,74,100,80
11000,81,100,80
11000,69,100,80
11000,69,100,80
11000,69,100,80
11120,77,100,80
11120,77,100,80
11120,89,100,80
11120,77,100,80
11240,74,100,80
11240,74,100,80
11240,86,100,80
11240,74,100,80
11360,69,100,80
11360,81,100,80
11360,69,100,80
11360,69,100,80
11480,79,100,120
11480,76,80,120
11480,70,80,120
11480,91,100,120
11480,82,80,120
11480,88,80,120
11480,76,80,120
11480,70,80,120
11480,79,100,120
11480,76,80,120
11480,70,80,120
11480,79,100,120
11800,88,80,120
11800,76,80,120
11800,79,100,120
11800,70,80,120
11800,91,100,120
11800,82,80,120
11800,76,80,120
11800,76,80,120
11800,70,80,120
11800,79,100,120
11800,70,80,120
11800,79,100,120
12120,82,100,180
12120,70,100,180
12120,91,100,180
12120,88,80,180
12120,79,100,180
12120,76,80,180
12120,70,100,180
12120,79,100,180
12120,76,80,180
12120,70,100,180
12120,76,80,180
12120,79,100,180
12440,82,110,1420
12440,89,110,1420
12440,82,110,1420
12440,89,110,1420
12440,89,100,80
12440,77,100,80
12560,86,100,80
12560,74,100,80
12680,69,100,80
12680,81,100,80
12800,89,100,80
12800,77,100,80
12920,86,100,80
12920,74,100,80
13040,69,100,80
13040,81,100,80
13160,77,100,80
13160,89,100,80
13280,74,100,80
13280,86,100,80
13400,69,100,80
13400,81,100,80
13520,89,100,80
13520,77,100,80
13640,74,100,80
13640,86,100,80
13760,69,100,80
13760,81,100,80
13880,67,80,120
13880,72,80,120
13880,76,100,120
13880,79,80,120
13880,84,80,120
13880,88,100,120
13880,76,110,230
13880,79,110,230
13880,76,110,230
13880,79,110,230
14200,76,110,230
14200,76,110,230
14200,79,110,230
14200,88,100,120
14200,79,110,230
14200,79,80,120
14200,67,80,120
14200,84,80,120
14200,76,100,120
14200,72,80,120
14520,79,110,230
14520,76,110,230
14520,88,100,180
14520,84,80,180
14520,76,110,230
14520,76,100,180
14520,72,80,180
14520,67,100,180
14520,79,100,180
14520,79,110,230
14840,77,100,80
14840,89,100,80
14840,76,91,120
14840,76,91,120
14960,74,100,80
14960,86,100,80
14960,76,91,120
14960,76,91,120
15080,77,91,120
15080,77,91,120
15080,81,100,80
15080,69,100,80
15200,77,100,80
15200,89,100,80
15200,79,91,120
15200,79,91,120
15320,74,100,80
15320,86,100,80
15320,84,91,120
15320,84,91,120
15440,81,91,120
15440,81,91,120
15440,81,100,80
15440,69,100,80
15560,77,100,80
15560,89,100,80
15560,89,91,120
15560,89,91,120
15680,74,100,80
15680,86,100,80
15680,88,91,120
15680,88,91,120
15800,79,91,120
15800,79,91,120
15800,69,100,80
15800,81,100,80
15920,77,100,80
15920,89,100,80
15920,86,91,120
15920,86,91,120
16040,77,91,120
16040,77,91,120
16040,74,100,80
16040,86,100,80
16160,69,100,80
16160,81,100,80
16160,84,91,120
16160,84,91,120
16280,82,80,120
16280,91,100,120
16280,88,80,120
16280,79,91,120
16280,79,91,120
16280,76,80,120
16280,70,80,120
16280,79,100,120
16400,82,91,50
16400,82,91,50
16460,86,91,50
16460,86,91,50
16520,89,91,50
16520,89,91,50
16580,88,91,50
16580,88,91,50
16600,91,100,120
16600,88,80,120
16600,82,80,120
16600,79,100,120
16600,70,80,120
16600,76,80,120
16640,84,91,50
16640,84,91,50
16700,81,91,50
16700,81,91,50
16760,79,91,50
16760,79,91,50
16820,81,91,50
16820,81,91,50
16880,77,91,50
16880,77,91,50
16920,82,100,180
16920,91,100,180
16920,88,80,180
16920,76,80,180
16920,79,100,180
16920,70,100,180
16940,76,91,50
16940,76,91,50
17000,72,91,50
17000,72,91,50
17060,74,91,50
17060,74,91,50
17120,70,91,50
17120,70,91,50
17180,69,91,50
17180,69,91,50
17240,77,110,1420
17240,69,110,1420
17240,77,110,1420
17240,69,110,1420
17240,77,100,80
17240,89,100,80
17360,74,100,80
17360,86,100,80
17480,81,100,80
17480,69,100,80
17600,77,100,80
17600,89,100,80
17720,74,100,80
17720,86,100,80
17840,69,100,80
17840,81,100,80
17960,77,100,80
17960,89,100,80
18080,74,100,80
18080,86,100,80
18200,69,100,80
18200,81,100,80
18320,77,100,80
18320,89,100,80
18440,86,100,80
18440,74,100,80
18560,69,100,80
18560,81,100,80
18680,76,110,230
18680,67,110,230
18680,76,110,230
18680,67,110,230
18680,88,100,120
18680,79,80,120
18680,76,100,120
18680,72,80,120
18680,67,80,120
18680,84,80,120
19000,67,110,230
19000,76,110,230
19000,67,110,230
19000,88,100,120
19000,76,110,230
19000,79,80,120
19000,76,100,120
19000,72,80,120
19000,67,80,120
19000,84,80,120
19320,76,110,230
19320,67,110,230
19320,76,110,230
19320,88,100,180
19320,67,110,230
19320,79,100,180
19320,76,100,180
19320,72,80,180
19320,67,100,180
19320,84,80,180
19640,77,100,80
19640,77,100,80
19640,89,100,80
19640,77,100,80
19760,74,100,80
19760,74,100,80
19760,74,100,80
19760,86,100,80
19880,69,100,80
19880,81,100,80
19880,69,100,80
19880,69,100,80
20000,77,100,80
20000,77,100,80
20000,89,100,80
20000,77,100,80
20120,74,100,80
20120,86,100,80
20120,74,100,80
20120,74,100,80
20240,69,100,80
20240,69,100,80
20240,81,100,80
20240,69,100,80
20360,89,100,80
20360,77,100,80
20360,77,100,80
20360,77,100,80
20480,74,100,80
20480,86,100,80
20480,74,100,80
20480,74,100,80
20600,69,100,80
20600,69,100,80
20600,81,100,80
20600,69,100,80
20720,77,100,80
20720,77,100,80
20720,89,100,80
20720,77,100,80
20840,74,100,80
20840,86,100,80
20840,74,100,80
20840,74,100,80
20960,69,100,80
20960,69,100,80
20960,81,100,80
20960,69,100,80
21080,79,100,120
21080,91,100,120
21080,88,80,120
21080,76,80,120
21080,70,80,120
21080,82,80,120
21080,70,80,120
21080,76,80,120
21080,79,100,120
21080,76,80,120
21080,70,80,120
21080,79,100,120
21400,76,80,120
21400,70,80,120
21400,91,100,120
21400,88,80,120
21400,82,80,120
21400,79,100,120
21400,76,80,120
21400,70,80,120
21400,79,100,120
21400,76,80,120
21400,70,80,120
21400,79,100,120
21720,79,100,180
21720,76,80,180
21720,70,100,180
21720,91,100,180
21720,88,80,180
21720,82,100,180
21720,79,100,180
21720,70,100,180
21720,79,100,180
21720,76,80,180
21720,70,100,180
21720,76,80,180
22040,57,100,920
22040,57,100,920
22040,65,100,920
22040,65,100,920
22040,50,100,920
22040,50,100,920
22040,81,120,240
22040,69,120,240
22040,81,120,240
22040,69,120,240
22520,65,120,240
22520,77,120,240
22520,65,120,240
22520,77,120,240
23000,64,100,920
23000,49,100,920
23000,56,100,920
23000,64,100,920
23000,68,120,240
23000,68,120,240
23000,80,120,240
23000,49,100,920
23000,80,120,240
23000,56,100,920
23480,76,120,240
23480,64,120,240
23480,64,120,240
23480,76,120,240
23960,59,100,920
23960,68,100,920
23960,59,100,920
23960,52,100,920
23960,68,100,920
23960,52,100,920
23960,71,120,240
23960,83,120,240
23960,71,120,240
23960,83,120,240
24440,80,120,240
24440,80,120,240
24440,68,120,240
24440,68,120,240
24920,67,100,920
24920,51,100,920
24920,58,100,920
24920,67,100,920
24920,79,120,240
24920,67,120,240
24920,67,120,240
24920,51,100,920
24920,79,120,240
24920,58,100,920
25400,82,120,240
25400,70,120,240
25400,82,120,240
25400,70,120,240
25880,65,100,920
25880,57,100,920
25880,50,100,920
25880,65,100,920
25880,57,100,920
25880,50,100,920
25880,81,120,240
25880,69,120,240
25880,81,120,240
25880,69,120,240
26360,65,120,240
26360,77,120,240
26360,65,120,240
26360,77,120,240
26840,56,100,920
26840,64,100,920
26840,56,100,920
26840,49,100,920
26840,64,100,920
26840,49,100,920
26840,68,120,240
26840,80,120,240
26840,68,120,240
26840,80,120,240
27320,76,120,240
27320,76,120,240
27320,64,120,240
27320,64,120,240
27800,59,100,920
27800,68,100,920
27800,59,100,920
27800,52,100,920
27800,52,100,920
27800,68,100,920
27800,83,120,240
27800,71,120,240
27800,83,120,240
27800,71,120,240
28280,68,120,240
28280,80,120,240
28280,68,120,240
28280,80,120,240
28760,67,100,920
28760,58,100,920
28760,51,100,920
28760,79,120,920
28760,67,120,920
28760,67,120,920
28760,67,100,920
28760,58,100,920
28760,51,100,920
28760,79,120,920
29720,65,100,920
29720,57,100,920
29720,50,100,920
29720,65,100,920
29720,57,100,920
29720,50,100,920
29720,69,120,240
29720,81,120,240
29720,69,120,240
29720,81,120,240
29720,69,120,240
29720,81,120,240
29960,81,100,120
29960,89,100,120
30200,65,120,240
30200,77,120,240
30200,65,120,240
30200,77,120,240
30200,65,120,240
30200,77,120,240
30440,81,100,120
30440,89,100,120
30680,56,100,920
30680,64,100,920
30680,56,100,920
30680,49,100,920
30680,64,100,920
30680,49,100,920
30680,68,120,240
30680,80,120,240
30680,68,120,240
30680,68,120,240
30680,80,120,240
30680,80,120,240
30920,80,100,120
30920,88,100,120
31160,64,120,240
31160,76,120,240
31160,64,120,240
31160,76,120,240
31160,64,120,240
31160,76,120,240
31400,80,100,120
31400,88,100,120
31640,68,100,920
31640,52,100,920
31640,59,100,920
31640,68,100,920
31640,83,120,240
31640,83,120,240
31640,83,120,240
31640,71,120,240
31640,71,120,240
31640,59,100,920
31640,71,120,240
31640,52,100,920
31880,83,100,120
31880,92,100,120
32120,80,120,240
32120,80,120,240
32120,68,120,240
32120,80,120,240
32120,68,120,240
32120,68,120,240
32360,83,100,120
32360,92,100,120
32600,58,100,920
32600,58,100,920
32600,51,100,920
32600,67,100,920
32600,67,100,920
32600,51,100,920
32600,67,120,240
32600,79,120,240
32600,67,120,240
32600,79,120,240
32600,79,120,240
32600,67,120,240
32840,82,100,120
32840,91,100,120
33080,70,120,240
33080,82,120,240
33080,70,120,240
33080,82,120,240
33080,70,120,240
33080,82,120,240
33320,82,100,120
33320,91,100,120
33560,65,100,920
33560,57,100,920
33560,50,100,920
33560,57,100,920
33560,81,120,240
33560,69,120,240
33560,81,120,240
33560,81,120,240
33560,69,120,240
33560,65,100,920
33560,69,120,240
33560,50,100,920
33800,81,100,120
33800,89,100,120
34040,65,120,240
34040,77,120,240
34040,65,120,240
34040,77,120,240
34040,65,120,240
34040,77,120,240
34280,89,100,120
34280,81,100,120
34520,64,100,920
34520,56,100,920
34520,49,100,920
34520,64,100,920
34520,49,100,920
34520,56,100,920
34520,80,120,240
34520,68,120,240
34520,80,120,240
34520,68,120,240
34520,80,120,240
34520,68,120,240
34760,80,100,120
34760,88,100,120
35000,76,120,240
35000,76,120,240
35000,64,120,240
35000,76,120,240
35000,64,120,240
35000,64,120,240
35240,80,100,120
35240,88,100,120
35480,68,100,920
35480,52,100,920
35480,59,100,920
35480,68,100,920
35480,83,120,240
35480,83,120,240
35480,95,120,240
35480,83,120,240
35480,71,120,240
35480,59,100,920
35480,71,120,240
35480,52,100,920
35720,83,100,120
35720,92,100,120
35960,80,120,240
35960,68,120,240
35960,92,120,240
35960,80,120,240
35960,80,120,240
35960,68,120,240
36200,92,100,120
36200,83,100,120
36440,67,100,920
36440,58,100,920
36440,51,100,920
36440,79,120,920
36440,67,120,920
36440,79,120,920
36440,79,120,920
36440,91,120,920
36440,67,100,920
36440,58,100,920
36440,51,100,920
36440,67,120,920
36680,91,100,120
36680,82,100,120
37160,91,100,120
37160,82,100,120
37400,86,120,240
37400,81,120,240
37400,69,120,240
37400,74,120,240
37880,77,120,240
37880,81,120,240
37880,89,120,240
37880,93,120,240
38360,88,120,240
38360,69,120,240
38360,76,120,240
38360,81,120,240
38840,89,120,240
38840,93,120,240
38840,77,120,240
38840,81,120,240
39320,74,120,240
39320,77,120,240
39320,86,120,240
39320,89,120,240
39800,76,120,230
39800,79,120,230
39800,88,120,230
39800,91,120,230
40040,93,120,230
40040,89,120,230
40040,77,120,230
40040,81,120,230
40280,91,120,240
40280,76,120,240
40280,79,120,240
40280,88,120,240
40760,95,120,240
40760,91,120,240
40760,83,120,240
40760,79,120,240
41240,81,120,230
41240,86,120,230
41240,93,120,230
41240,98,120,230
41480,89,120,230
41480,93,120,230
41480,77,120,230
41480,81,120,230
41720,84,120,230
41720,88,120,230
41720,96,120,230
41720,100,120,230
41960,86,120,120
41960,89,120,120
41960,98,120,120
41960,101,120,120
42200,96,120,230
42200,100,120,230
42200,88,120,230
42200,84,120,230
42440,86,120,120
42440,89,120,120
42440,98,120,120
42440,101,120,120
42560,84,120,120
42560,88,120,120
42560,96,120,120
42560,100,120,120
42680,98,120,230
42680,89,120,230
42680,77,120,230
42680,86,120,230
42920,77,120,120
42920,84,120,120
42920,89,120,120
42920,96,120,120
43160,89,120,230
43160,93,120,230
43160,81,120,230
43160,77,120,230
43400,81,120,180
43400,84,120,180
43400,93,120,180
43400,96,120,180
43640,76,120,230
43640,79,120,230
43640,88,120,230
43640,91,120,230
43880,93,120,180
43880,77,120,180
43880,81,120,180
43880,89,120,180
44120,86,120,920
44120,89,120,920
44120,74,120,920
44120,77,120,920
45080,86,120,240
45080,81,120,240
45080,74,120,240
45080,69,120,240
45560,77,120,240
45560,81,120,240
45560,89,120,240
45560,93,120,240
46040,81,120,240
46040,88,120,240
46040,69,120,240
46040,76,120,240
46520,77,120,240
46520,81,120,240
46520,89,120,240
46520,93,120,240
47000,74,120,240
47000,77,120,240
47000,86,120,240
47000,89,120,240
47480,91,120,230
47480,88,120,230
47480,79,120,230
47480,76,120,230
47720,77,120,230
47720,81,120,230
47720,89,120,230
47720,93,120,230
47960,76,120,240
47960,79,120,240
47960,88,120,240
47960,91,120,240
48440,95,120,240
48440,91,120,240
48440,79,120,240
48440,83,120,240
48920,81,120,230
48920,86,120,230
48920,93,120,230
48920,98,120,230
49160,93,120,230
49160,89,120,230
49160,81,120,230
49160,77,120,230
49400,84,120,230
49400,88,120,230
49400,96,120,230
49400,100,120,230
